# n=300
# --never-mutate-zero-bits=true
# --include-best-mutant=true
# --ignore-crossover-parent-duplicates=true
fitness,best-lambda,runtime-to-optimum
76,1.0,1810.7565594399798
75,1.0,1811.760917375296
74,1.0,1812.758213564252
73,1.0,1813.7485244167083
72,1.0,1814.731925243918
71,1.0,1815.7084902784861
70,1.0,1816.6782926938852
69,1.0,1817.6414046235434
68,1.0,1818.5978971795116
67,1.0,1819.547840470729
66,1.0,1820.4913036208761
65,1.0,1821.4283547858622
64,1.0,1822.3590611709144
63,1.0,1823.2834890473177
62,1.0,1824.2017037687815
61,1.0,1825.1137697874667
60,1.0,1826.0197506696716
59,1.0,1826.9197091111782
58,1.0,1827.8137069522847
57,1.0,1828.7018051925186
56,1.0,1829.5840640050415
55,291.49999999999994,1828.1339142517559
54,292.49999999999994,1821.1090705621737
53,292.49999999999994,1813.9230795755127
52,292.49999999999994,1806.5849468157683
51,293.49999999999994,1798.9753238525527
50,293.49999999999994,1791.189158592948
49,293.49999999999994,1783.2275605211605
48,294.49999999999994,1775.0604672513477
47,294.49999999999994,1766.5863166355375
46,294.49999999999994,1757.9080105756098
45,294.49999999999994,1749.0170828483197
44,294.49999999999994,1739.9045539766862
43,295.49999999999994,1730.5213392521093
42,295.49999999999994,1720.7631362237667
41,295.49999999999994,1710.74260626901
40,295.49999999999994,1700.447475451274
39,295.49999999999994,1689.8646255219712
38,295.49999999999994,1678.980015571026
37,295.49999999999994,1667.7785941964771
36,296.49999999999994,1656.067066638605
35,296.49999999999994,1643.9395511434373
34,296.49999999999994,1631.4258274031376
33,296.49999999999994,1618.5041985658877
32,296.49999999999994,1605.1511351369065
31,296.49999999999994,1591.3410508426398
30,296.49999999999994,1577.0460411146555
29,296.49999999999994,1562.235577971462
28,297.49999999999994,1546.7254310144804
27,297.49999999999994,1530.4072060236435
26,297.49999999999994,1513.4289792200998
25,297.49999999999994,1495.7418195548248
24,297.49999999999994,1477.2912147224818
23,297.49999999999994,1458.0187946620663
22,297.49999999999994,1437.89321086233
21,297.49999999999994,1416.9439559546242
20,297.49999999999994,1395.2135565288318
19,297.49999999999994,1372.6916853877026
18,298.1413030568433,1349.326445462205
17,298.2052431320843,1324.6826228868986
16,298.2714810035097,1299.047883726449
15,298.3419497642621,1272.3152143848463
14,298.4186636972153,1244.358446476715
13,298.49999999999994,1215.0480421210273
12,298.49999999999994,1184.2952701792967
11,298.49999999999994,1151.9643362672305
10,298.49999999999994,1117.812682332068
9,298.49999999999994,1081.590076093648
8,298.9859556502174,1042.2732983639469
7,299.0654009537703,999.3864022790513
6,299.131317645993,952.5358437499864
5,299.1839459272133,900.8031739257765
4,299.22500019603825,842.8967787726199
3,299.2593892957404,777.0186240673954
2,299.304283243291,701.1268973144763
1,299.4722061926261,615.0976529601442
0,300.0,489.82036326760385
