# n=2000
# --never-mutate-zero-bits=true
# --include-best-mutant=true
# --ignore-crossover-parent-duplicates=true
fitness,best-lambda,runtime-to-optimum
1594,1.0,10124.002541673504
1593,1.0,10130.395126455134
1592,1.0,10136.768064693058
1591,1.0,10143.121456670173
1590,1.0,10149.455401929848
1589,1.0,10155.769999283113
1588,1.0,10162.065346815782
1587,1.0,10168.341541895474
1586,1.0,10174.598681178597
1585,1.0,10180.836860617175
1584,1.0,10187.05617546566
1583,1.0,10193.256720287598
1582,1.0,10199.438588962295
1581,1.0,10205.601874691323
1580,1.0,10211.746670004999
1579,1.0,10217.873066768761
1578,1.0,10223.981156189508
1577,1.0,10230.071028821796
1576,1.0,10236.142774574031
1575,1.0,10242.196482714555
1574,1.0,10248.232241877657
1573,1.0,10254.250140069526
1572,1.0,10260.250264674123
1571,1.0,10266.232702459016
1570,1.0,10272.1975395811
1569,1.0,10278.144861592278
1568,1.0,10284.074753445067
1567,1.0,10289.987299498167
1566,1.0,10295.882583521918
1565,1.0,10301.760688703715
1564,1.0,10307.621697653405
1563,1.0,10313.465692408536
1562,1.0,10319.292754439613
1561,1.0,10325.10296465528
1560,1.0,10330.896403407425
1559,1.0,10336.673150496244
1558,1.0,10342.43328517523
1557,1.0,10348.17688615614
1556,1.0,10353.90403161387
1555,1.0,10359.614799191293
1554,1.0,10365.30926600403
1553,1.0,10370.987508645192
1552,1.0,10376.649603190053
1551,1.0,10382.295625200642
1550,1.0,10387.925649730358
1549,1.0,10393.539751328466
1548,1.0,10399.138004044553
1547,1.0,10404.720481432978
1546,1.0,10410.287256557225
1545,1.0,10415.838401994235
1544,1.0,10421.37398983867
1543,1.0,10426.894091707158
1542,1.0,10432.398778742454
1541,1.0,10437.888121617614
1540,1.0,10443.362190540054
1539,1.0,10448.821055255605
1538,1.0,10454.264785052534
1537,1.0,10459.693448765489
1536,1.0,10465.107114779405
1535,1.0,10470.50585103342
1534,1.0,10475.88972502468
1533,1.0,10481.258803812125
1532,1.0,10486.613154020273
1531,1.0,10491.952841842907
1530,1.0,10497.277933046764
1529,1.0,10502.58849297515
1528,1.0,10507.884586551558
1527,1.0,10513.16627828321
1526,1.0,10518.433632264589
1525,1.0,10523.686712180928
1524,1.0,10528.925581311621
1523,1.0,10534.150302533677
1522,1.0,10539.360938325062
1521,1.0,10544.55755076807
1520,1.0,10549.740201552593
1519,1.0,10554.908951979412
1518,1.0,10560.063862963447
1517,1.0,10565.204995036924
1516,1.0,10570.332408352566
1515,1.0,10575.44616268674
1514,1.0,10580.546317442539
1513,1.0,10585.632931652868
1512,1.0,10590.706063983493
1511,1.0,10595.765772736035
1510,1.0,10600.81211585094
1509,1.0,10605.845150910473
1508,1.0,10610.864935141595
1507,1.0,10615.871525418868
1506,1.0,10620.864978267315
1505,1.0,10625.845349865247
1504,1.0,10630.812696047074
1503,1.0,10635.767072306078
1502,1.0,10640.708533797155
1501,1.0,10645.637135339526
1500,1.0,10650.552931419457
1499,1.0,10655.455976192889
1498,1.0,10660.346323488104
1497,1.0,10665.224026808335
1496,1.0,10670.089139334334
1495,1.0,10674.941713926946
1494,1.0,10679.78180312965
1493,1.0,10684.609459171053
1492,1.0,10689.42473396739
1491,1.0,10694.227679124986
1490,1.0,10699.018345942672
1489,1.0,10703.796785414237
1488,1.0,10708.56304823077
1487,1.0,10713.317184783073
1486,1.0,10718.059245163966
1485,1.0,10722.78927917064
1484,1.0,10727.507336306922
1483,1.0,10732.21346578559
1482,1.0,10736.907716530588
1481,1.0,10741.590137179286
1480,1.0,10746.260776084675
1479,1.0,10750.919681317564
1478,1.0,10755.566900668753
1477,1.0,10760.202481651168
1476,1.0,10764.826471501994
1475,1.0,10769.438917184776
1474,1.0,10774.039865391534
1473,1.0,10778.6293625448
1472,1.0,10783.207454799656
1471,1.0,10787.77418804582
1470,1.0,10792.329607909576
1469,1.0,10796.873759755832
1468,1.0,10801.406688690047
1467,1.0,10805.928439560197
1466,1.0,10810.439056958734
1465,1.0,10814.938585224467
1464,1.0,10819.427068444485
1463,1.0,10823.904550456016
1462,1.0,10828.371074848319
1461,1.0,10832.826684964488
1460,1.0,10837.271423903327
1459,1.0,10841.705334521139
1458,1.0,10846.128459433521
1457,1.0,10850.540841017155
1456,1.0,10854.942521411553
1455,1.0,10859.33354252082
1454,1.0,10863.713946015363
1453,1.0,10868.083773333634
1452,1.0,10872.443065683801
1451,1.0,10876.791864045459
1450,1.0,10881.130209171266
1449,1.0,10885.458141588626
1448,1.0,10889.775701601317
1447,1.0,10894.082929291095
1446,1.0,10898.379864519338
1445,1.0,10902.666546928607
1444,1.0,10906.943015944236
1443,1.0,10911.209310775923
1442,1.0,10915.465470419233
1441,1.0,10919.711533657168
1440,1.0,10923.947539061703
1439,1.0,10928.173524995243
1438,1.0,10932.389529612186
1437,1.0,10936.595590860357
1436,1.0,10940.791746482506
1435,1.0,10944.978034017748
1434,1.0,10949.154490803008
1433,1.0,10953.32115397447
1432,1.0,10957.478060468986
1431,1.0,10961.62524702547
1430,1.0,10965.762750186313
1429,1.0,10969.890606298753
1428,1.0,10974.008851516242
1427,1.0,10978.117521799808
1426,1.0,10982.216652919415
1425,1.0,10986.30628045527
1424,1.0,10990.386439799167
1423,1.0,10994.457166155797
1422,1.0,10998.51849454403
1421,1.0,11002.570459798217
1420,1.0,11006.613096569474
1419,1.0,11010.646439326938
1418,1.0,11014.670522359025
1417,1.0,11018.685379774679
1416,1.0,11022.691045504595
1415,1.0,11026.68755330246
1414,1.0,11030.674936746145
1413,1.0,11034.65322923893
1412,1.0,11038.622464010676
1411,1.0,11042.582674119029
1410,1.0,11046.533892450576
1409,1.0,11050.476151722009
1408,1.0,11054.409484481277
1407,1.0,11058.333923108745
1406,1.0,11062.24949981831
1405,1.0,11066.156246658527
1404,1.0,11070.054195513738
1403,1.0,11073.94337810515
1402,1.0,11077.823825991956
1401,1.0,11081.695570572405
1400,1.0,11085.5586430849
1399,1.0,11089.413074609038
1398,1.0,11093.258896066702
1397,1.0,11097.096138223065
1396,1.0,11100.924831687696
1395,1.0,11104.745006915544
1394,1.0,11108.556694207979
1393,1.0,11112.359923713802
1392,1.0,11116.15472543027
1391,1.0,11119.941129204082
1390,1.0,11123.71916473237
1389,1.0,11127.488861563692
1388,1.0,11131.250249098992
1387,1.0,11135.00335659259
1386,1.0,11138.74821315313
1385,1.0,11142.48484774452
1384,1.0,11146.213289186897
1383,1.0,11149.93356615755
1382,1.0,11153.64570719185
1381,1.0,11157.349740684182
1380,1.0,11161.04569488885
1379,1.0,11164.733597920971
1378,1.0,11168.413477757413
1377,1.0,11172.085362237629
1376,1.0,11175.749279064608
1375,1.0,11179.405255805703
1374,1.0,11183.053319893526
1373,1.0,11186.69349862679
1372,1.0,11190.325819171194
1371,1.0,11193.950308560261
1370,1.0,11197.566993696173
1369,1.0,11201.17590135062
1368,1.0,11204.77705816562
1367,1.0,11208.370490654346
1366,1.0,11211.95622520195
1365,1.0,11215.53428806637
1364,1.0,11219.104705379124
1363,1.0,11222.667503146118
1362,1.0,11226.22270724844
1361,1.0,11229.770343443139
1360,1.0,11233.310437364005
1359,1.0,11236.843014522343
1358,1.0,11240.36810030774
1357,1.0,11243.885719988832
1356,1.0,11247.395898714047
1355,1.0,11250.898661512369
1354,1.0,11254.394033294062
1353,1.0,11257.882038851441
1352,1.0,11261.362702859557
1351,1.0,11264.836049876958
1350,1.0,11268.302104346414
1349,1.0,11271.760890595608
1348,1.0,11275.212432837861
1347,1.0,11278.656755172835
1346,1.0,11282.093881587216
1345,1.0,11285.523835955446
1344,1.0,11288.946642040364
1343,1.0,11292.36232349392
1342,1.0,11295.77090385785
1341,1.0,11299.172406564341
1340,1.0,11302.566854936695
1339,1.0,11305.954272190005
1338,1.0,11309.33468143181
1337,1.0,11312.708105662728
1336,1.0,11316.074567777125
1335,1.0,11319.434090563767
1334,1.0,11322.786696706431
1333,1.0,11326.132408784542
1332,1.0,11329.471249273813
1331,1.0,11332.803240546884
1330,1.0,11336.12840487389
1329,1.0,11339.446764423148
1328,1.0,11342.758341261684
1327,1.0,11346.063157355911
1326,1.0,11349.361234572194
1325,1.0,11352.652594677442
1324,1.0,11355.937259339724
1323,1.0,11359.21525012883
1322,1.0,11362.48658851688
1321,1.0,11365.75129587888
1320,1.0,11369.009393493317
1319,1.0,11372.260902542701
1318,1.0,11375.505844114175
1317,1.0,11378.744239200038
1316,1.0,11381.976108698314
1315,1.0,11385.201473413317
1314,1.0,11388.420354056188
1313,1.0,11391.63277124544
1312,1.0,11394.838745507523
1311,1.0,11398.038297277324
1310,1.0,11401.231446898735
1309,1.0,11404.41821462517
1308,1.0,11407.598620620089
1307,1.0,11410.772684957516
1306,1.0,11413.940427622572
1305,1.0,11417.10186851198
1304,1.0,11420.257027434576
1303,1.0,11423.405924111825
1302,1.0,11426.548578178326
1301,1.0,11429.685009182287
1300,1.0,11432.815236586057
1299,1.0,11435.9392797666
1298,1.0,11439.057158015981
1297,1.0,11442.168890541869
1296,1.0,11445.274496468004
1295,1.0,11448.373994834676
1294,1.0,11451.46740459923
1293,1.0,11454.554744636493
1292,1.0,11457.636033739267
1291,1.0,11460.711290618812
1290,1.0,11463.780533905283
1289,1.0,11466.843782148186
1288,1.0,11469.90105381687
1287,1.0,11472.952367300923
1286,1.0,11475.997740910689
1285,1.0,11479.037192877644
1284,1.0,11482.07074135491
1283,1.0,11485.098404417633
1282,1.0,11488.120200063464
1281,1.0,11491.136146212983
1280,1.0,11494.146260710106
1279,1.0,11497.150561322547
1278,1.0,11500.149065742215
1277,1.0,11503.141791585667
1276,1.0,11506.128756394499
1275,1.0,11509.10997763577
1274,1.0,11512.085472702434
1273,1.0,11515.055258913724
1272,1.0,11518.01935351557
1271,1.0,11520.977773681017
1270,1.0,11523.93053651062
1269,1.0,11526.877659032813
1268,1.0,11529.81915820437
1267,1.0,11532.755050910735
1266,1.0,11535.685353966455
1265,1.0,11538.610084115557
1264,1.0,11541.529258031916
1263,1.0,11544.442892319665
1262,1.0,11547.351003513575
1261,1.0,11550.253608079413
1260,1.0,11553.15072241433
1259,1.0,11556.042362847229
1258,1.0,11558.928545639146
1257,1.0,11561.809286983611
1256,1.0,11564.68460300702
1255,1.0,11567.554509768976
1254,1.0,11570.419023262684
1253,1.0,11573.278159415284
1252,1.0,11576.131934088233
1251,1.0,11578.980363077611
1250,1.0,11581.823462114533
1249,1.0,11584.661246865437
1248,1.0,11587.49373293248
1247,1.0,11590.320935853868
1246,1.0,11593.142871104183
1245,1.0,11595.95955409473
1244,1.0,11598.771000173892
1243,1.0,11601.577224627443
1242,1.0,11604.378242678886
1241,1.0,11607.174069489785
1240,1.0,11609.964720160107
1239,1.0,11612.750209728543
1238,1.0,11615.530553172806
1237,1.0,11618.305765409978
1236,1.0,11621.075861296837
1235,1.0,11623.840855630158
1234,1.0,11626.600763147033
1233,1.0,11629.35559852519
1232,1.0,11632.105376383292
1231,1.0,11634.850111281274
1230,1.0,11637.589817720616
1229,1.0,11640.324510144685
1228,1.0,11643.05420293901
1227,1.0,11645.778910431585
1226,1.0,11648.49864689319
1225,1.0,11651.213426537663
1224,1.0,11653.923263522229
1223,1.0,11656.628171947765
1222,1.0,11659.328165859093
1221,1.0,11662.023259245296
1220,1.0,11664.713466039975
1219,1.0,11667.398800121557
1218,1.0,11670.07927531358
1217,1.0,11672.754905384949
1216,1.0,11675.425704050256
1215,1.0,11678.091684970042
1214,1.0,11680.752861751056
1213,1.0,11683.40924794656
1212,1.0,11686.060857056587
1211,1.0,11688.707702528227
1210,1.0,11691.349797755867
1209,1.0,11693.987156081494
1208,1.0,11696.619790794954
1207,1.0,11699.24771513421
1206,1.0,11701.870942285594
1205,1.0,11704.489485384103
1204,1.0,11707.103357513619
1203,1.0,11709.71257170721
1202,1.0,11712.317140947353
1201,1.0,11714.917078166198
1200,1.0,11717.512396245835
1199,1.0,11720.103108018538
1198,1.0,11722.689226267017
1197,1.0,11725.270763724655
1196,1.0,11727.847733075787
1195,1.0,11730.420146955908
1194,1.0,11732.988017951933
1193,1.0,11735.551358602459
1192,1.0,11738.110181397975
1191,1.0,11740.664498781121
1190,1.0,11743.214323146936
1189,1.0,11745.759666843056
1188,1.0,11748.300542169993
1187,1.0,11750.836961381363
1186,1.0,11753.368936684084
1185,1.0,11755.896480238638
1184,1.0,11758.419604159311
1183,1.0,11760.938320514379
1182,1.0,11763.452641326374
1181,1.0,11765.962578572293
1180,1.0,11768.468144183835
1179,1.0,11770.969350047604
1178,1.0,11773.466208005344
1177,1.0,11775.958729854157
1176,1.0,11778.446927346726
1175,1.0,11780.930812191513
1174,1.0,11783.410396053005
1173,1.0,11785.885690551911
1172,1.0,11788.356707265391
1171,1.0,11790.823457727227
1170,1.0,11793.285953428089
1169,1.0,11795.744205815701
1168,1.0,11798.19822629509
1167,1.0,11800.64802622876
1166,1.0,11803.093616936896
1165,1.0,11805.535009697598
1164,1.0,11807.972215747064
1163,1.0,11810.405246279797
1162,1.0,11812.834112448803
1161,1.0,11815.258825365818
1160,1.0,11817.679396101441
1159,1.0,11820.095835685397
1158,1.0,11822.508155106709
1157,1.0,11824.916365313895
1156,1.0,11827.320477215155
1155,1.0,11829.720501678568
1154,1.0,11832.116449532301
1153,1.0,11834.508331564772
1152,1.0,11836.896158524854
1151,1.0,11839.279941122055
1150,1.0,11841.65969002672
1149,1.0,11844.035415870207
1148,1.0,11846.407129245068
1147,1.0,11848.774840705253
1146,1.0,11851.138560766265
1145,1.0,11853.498299905357
1144,1.0,11855.8540685617
1143,1.0,11858.205877136606
1142,1.0,11860.553735993653
1141,1.0,11862.897655458886
1140,1.0,11865.237645820993
1139,1.0,11867.573717331476
1138,1.0,11869.90588020483
1137,1.0,11872.234144618717
1136,1.0,11874.558520714145
1135,1.0,11876.879018595617
1134,1.0,11879.19564833131
1133,1.0,11881.50841995329
1132,1.0,11883.817343457584
1131,1.0,11886.122428804447
1130,1.0,11888.423685918464
1129,1.0,11890.721124688762
1128,1.0,11893.014754969117
1127,1.0,11895.304586578179
1126,1.0,11897.590629299584
1125,1.0,11899.872892882166
1124,1.0,11902.151387040052
1123,1.0,11904.426121452905
1122,1.0,11906.697105766008
1121,1.0,11908.964349590477
1120,1.0,11911.22786250336
1119,1.0,11913.487654047858
1118,1.0,11915.743733733429
1117,1.0,11917.996111035993
1116,1.0,11920.244795398026
1115,1.0,11922.489796228754
1114,1.0,11924.7311229043
1113,1.0,11926.968784767823
1112,1.0,11929.202791129668
1111,1.0,11931.43315126755
1110,1.0,11933.65987442665
1109,1.0,11935.882969819791
1108,1.0,11938.102446627585
1107,1.0,11940.318313998574
1106,1.0,11942.53058104938
1105,1.0,11944.739256864834
1104,1.0,11946.944350498157
1103,1.0,11949.145870971053
1102,1.0,11951.343827273895
1101,1.0,11953.538228365836
1100,1.0,11955.729083174961
1099,1.0,11957.91640059843
1098,1.0,11960.100189502606
1097,1.0,11962.280458723222
1096,1.0,11964.457217065465
1095,1.0,11966.630473304172
1094,1.0,11968.80023618392
1093,1.0,11970.966514419191
1092,1.0,11973.129316694498
1091,1.0,11975.288651664501
1090,1.0,11977.444527954156
1089,1.0,11979.596954158858
1088,1.0,11981.745938844555
1087,1.0,11983.89149054788
1086,1.0,11986.033617776277
1085,1.0,11988.172329008166
1084,1.0,11990.307632693011
1083,1.0,11992.43953725149
1082,1.0,11994.568051075626
1081,1.0,11996.693182528888
1080,1.0,11998.814939946324
1079,1.0,12000.933331634704
