lambda,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,rounding
21.8,4956.659376230797,3885.2062196157826,3528.618999485808,3350.7543084235485,3244.3834383744465,3173.763463583936,3123.5759662226296,3086.1617177693415,3057.2655728276686,3034.3344266814725,3015.7435596670152,3000.409809387109,2987.5832788530565,2976.72831259095,2967.4520823298717,2959.4599530798296,2952.526602380702,2946.4767664890355,2941.1720667364966,2936.5017879995644,2932.376291910619,2928.722226483025,2925.4789854159253,2922.5960525884548,2920.030983890369,2917.7478547981555,2915.7160529478983,2913.909329455208,2912.305046526147,2910.8835755573023,2909.6278117436664,2908.5227797078046,2907.5553108425684,2906.7137776024606,2905.987873353775,2905.368428924383,2904.847258909932,2904.4170322545287,2904.0711627488154,2903.8037159594724,2928.722226483025
21.9,4956.659378896267,3885.2743089577616,3528.7114822681037,3350.860265643805,3244.4985049845764,3173.885458363779,3123.7036431576553,3086.294297811369,3057.4025357856212,3034.4754071653015,3015.888290329884,3000.5580878173314,2987.7349472013875,2976.883244476155,2967.610174111622,2959.6211178620174,2952.6907657819816,2946.6438635920417,2941.342039844016,2936.6745849559825,2932.5518648275643,2928.90053075932,2925.659978975458,2922.779695281682,2920.217237020558,2917.9366807437927,2915.9074148600994,2914.10319101427,2912.501371745195,2911.082328623743,2909.82895689127,2908.7262811138285,2907.7611325453313,2906.921883436144,2906.1982268970887,2905.580993461315,2905.061997400407,2904.633907313444,2904.290136632183,2904.024750556756,2928.90053075932
22.0,4956.659381309779,3885.3428773500427,3528.80461993955,3350.966977753658,3244.6143961467073,3174.008332172937,3123.8322448973277,3086.427842963545,3057.540500476793,3034.6174233882907,3016.034088791979,3000.7074646026977,2987.8877432572385,2977.039332427549,2967.769449474166,2959.7834930038603,2952.856165665301,2946.8122227014583,2941.513299927539,2936.848693335225,2932.7287731149104,2929.0801938714935,2925.8423543665253,2922.964742340855,2920.404916595542,2918.1269547610746,2916.100246020668,2914.29854254897,2912.699207217469,2911.282611770379,2910.0316514941437,2908.931350896722,2907.968541091419,2907.1315941226458,2906.410202844273,2905.7951974932557,2905.2783920158445,2904.8524546650924,2904.510798513375,2904.2474883938407,2929.0801938714935
22.1,4956.659383495082,3885.4119182984705,3528.898403742038,3351.074434791738,3244.731101119067,3174.1320736994976,3123.961759678723,3086.5623410854846,3057.6794544315444,3034.760462584297,3016.1809420138475,3000.8579264470463,2988.041653479766,2977.196562668459,2967.9298944114325,2959.9470642744973,2953.022787578247,2946.9818291455153,2941.685832097284,2937.0240980301483,2932.9070014482736,2929.2612002776877,2926.0260958291524,2923.1511777869755,2920.59400641626,2918.3186604296093,2916.2945297865385,2914.4953671921717,2912.8985358502564,2911.484407677501,2910.235878004134,2909.1379712783646,2908.177518471421,2907.3428914200454,2906.623782719639,2906.011022309615,2905.496423809784,2905.072655126406,2904.7331289718422,2904.471909812249,2929.2612002776877
22.2,4956.6593854736575,3885.481425431582,3528.9928250836124,3351.1826269861176,3244.8486093645615,3174.2566718474527,3124.0921759637713,3086.697780269149,3057.8193854190117,3034.9045122318976,3016.328837206079,3001.0094603092834,2988.196664587973,2977.354921686552,2968.091495186017,2960.1118177159074,2953.1906173453517,2947.1526685333283,2941.8596217481745,2937.2007842220933,2933.0865347955114,2929.4435347318586,2926.2111879027652,2923.338985944038,2920.784490590089,2918.5117816389443,2916.4902498280894,2914.6936483935624,2913.099340871078,2911.6876993489605,2910.4416191998466,2909.3461248108706,2908.3880470093877,2907.5557574231134,2906.838948387405,2906.2284495429526,2905.716074182143,2905.2944898637297,2904.9571089396763,2904.6979955091588,2929.4435347318586
22.3,4956.6593872649855,3885.551392497783,3529.0878755346657,3351.2915447499295,3244.9669105459907,3174.3821157316274,3124.2234824339116,3086.834148833255,3057.9602814414793,3035.0495600485506,3016.4777618234543,3001.162053397335,2988.3527635544665,2977.5143962275174,2968.254238322726,2960.2777396364077,2953.3596410614023,2947.324726748087,2942.0346545530247,2937.378737373972,2933.2673584096506,2929.6271822767476,2926.3976154190987,2923.528151431788,2920.97635352368,2918.7063025812568,2916.687390121552,2914.8933699120057,2913.3016058199314,2911.8924701043443,2910.6488581790322,2909.55579436852,2908.6001093548316,2907.770174555159,2907.0556820435063,2906.44746116068,2905.9373248707684,2905.5179403844636,2905.1827196931613,2904.925726529126,2929.6271822767476
22.4,4956.659388886718,3885.6218133625566,3529.183546824096,3351.4011786770157,3245.0859945213283,3174.5083946726654,3124.355667984919,3086.9714353180334,3058.102130728996,3035.195593984934,3016.627703559057,3001.315693162277,2988.5099375994537,2977.674973288958,2968.4181106024394,2960.4448166042935,2953.529845084957,2947.4979899406217,2942.2109164559133,2937.557943223598,2933.4494578221106,2929.8121282370034,2926.5853634952227,2923.7186591586765,2921.1695799156482,2918.902207743987,2916.8859349417803,2915.0945158082477,2913.5053145418815,2912.0987035714506,2910.8575783506935,2909.7669631400804,2908.813688474868,2907.9861255602405,2907.273966207701,2906.6680394570985,2906.160157943537,2905.7429885291185,2905.4099428446502,2905.155084255779,2929.8121282370034
22.499999999999996,4956.659390354818,3885.69268200575,3529.2798308356287,3351.5115195376197,3245.2058513391808,3174.6354981922327,3124.4887217217893,3087.1096284799323,3058.244921733844,3035.342602219488,3016.778650338757,3001.47036729247,2988.668174184997,2977.836640114407,2968.583099055907,2960.6130354416555,2953.7012160322756,2947.6724445229843,2942.3883936657526,2937.738387777077,2933.632818836144,2929.998358212402,2926.7744175266857,2923.910494314961,2921.36415474966,2919.099481902885,2917.085868855093,2915.297070437615,2913.710451179739,2912.306383679013,2911.0677634278923,2909.9796146214208,2909.0287676466955,2908.203593495592,2907.493783715925,2906.8901670457244,2906.3845557903683,2905.9696164632587,2905.6387603345393,2905.3860504037807,2929.998358212402
22.5,4956.659390354818,3885.69268200575,3529.2798308356287,3351.5115195376197,3245.2058513391808,3174.6354981922327,3124.4887217217893,3087.1096284799323,3058.244921733844,3035.342602219488,3016.778650338757,3001.47036729247,2988.668174184997,2977.836640114407,2968.583099055907,2960.6130354416555,2953.7012160322756,2947.67244452298,2942.3883936657526,2937.738387777077,2933.632818836144,2929.998358212402,2926.7744175266857,2923.910494314961,2921.36415474966,2919.099481902885,2917.085868855093,2915.297070437615,2913.710451179739,2912.306383679013,2911.0677634278923,2909.9796146214208,2909.0287676466955,2908.203593495592,2907.493783715925,2906.8901670457244,2906.3845557903683,2905.9696164632587,2905.6387603345393,2905.3860504037807,2926.7744175266857
22.6,4956.659391683802,3885.763992519022,3529.3767196042168,3351.6225582743787,3245.3264712343057,3174.763416008374,3124.6226329541087,3087.2487172865704,3058.388643125395,3035.49057315308,3016.9305903156055,3001.6260637082282,2988.827461009151,2977.9993841875284,2968.749190958075,2960.782383218472,2953.873740771053,2947.848077162344,2942.5670726500225,2937.920057302577,2933.8174275203237,2930.1858580714284,2926.9647631809644,2924.103642366027,2921.5600632877686,2919.2981101151886,2917.287176712433,2915.501018443176,2913.917000167023,2912.515494649471,2911.2793974204064,2910.193732608158,2909.2453304502674,2908.422561724135,2907.7151177127867,2907.113826851615,2906.6105011158647,2906.197806669941,2905.8691544236563,2905.61860701107,2926.9647631809644
22.7,4956.659392886812,3885.8357391032,3529.474205312578,3351.734285998362,3245.447844623333,3174.892138030857,3124.757391190913,3087.388690911869,3058.5332837850997,3035.6394954037687,3017.0835118647205,3001.78277055612,2988.987786000573,2978.1631932265964,2968.916373822093,2960.952847246774,2954.0474064146665,2948.024874774953,2942.7469401287544,2938.1029383240198,2934.0032702023473,2930.37461394492,2927.156386391063,2924.2980890459276,2921.7572910637246,2919.4980777129445,2917.4898436425483,2915.7063447488113,2914.1249462211927,2912.726020992139,2911.4924646278478,2910.409301188614,2909.4633607611863,2908.643013907275,2907.9379516442473,2907.3390021041337,2906.837976931652,2906.4275419422274,2906.101107685687,2905.8527364313018,2927.156386391063
22.8,4956.659393975713,3885.9079160658575,3529.5722802878,3351.8466939850578,3245.569962100589,3175.0216543568604,3124.892986136444,3087.529538731259,3058.67883280154,3035.7893578017893,3017.237403577971,3001.9404762039053,2989.1491373130953,2978.3280551789007,2969.084635394018,2961.124415074933,2954.22220031628,2948.2028245203273,2942.927983068518,2938.2870176152605,2934.190333462969,2930.5646122198314,2927.349273349289,2924.4938203510837,2921.955823876724,2919.699370296562,2917.693855045562,2915.9130345527205,2914.334274336852,2912.937947496409,2911.706949632781,2910.6263047369803,2909.682842743736,2908.8649339980434,2908.162269250704,2907.565676329855,2907.066966549412,2906.6588053759656,2906.3346029998347,2906.0884213264844,2927.349273349289
22.9,4956.659394961303,3885.9805178188435,3529.6709369979576,3351.959773670776,3245.692814433964,3175.151955266545,3125.029407685406,3087.6712503169615,3058.825279465598,3035.940149384652,3017.3922542590203,3002.099169235322,2989.3115033205213,2978.493958215463,2969.2539636472225,2961.2970744822087,2954.3981100634155,2948.3819137956084,2943.110188676762,2938.4722821941173,2934.3786041300677,2930.7558395334327,2927.543410501196,2924.6908225341444,2922.1556477850727,2919.901973728598,2917.8991965866117,2916.1210733209646,2914.5449697793338,2913.151259225264,2911.9228372941798,2910.844727906586,2909.90376084413,2909.0883062341063,2908.388054559978,2907.7938333455304,2907.2974535737835,2906.891580362716,2906.569623543822,2906.32564465987,2927.543410501196
23.0,4956.659395853341,3886.0535388759426,3529.7701680490495,3352.0735166487566,3245.8163925609038,3175.2830312189385,3125.166645918702,3087.8138154335943,3058.972613265905,3036.0918593923666,3017.548052918455,3002.2588384451233,2989.474872611551,2978.66089072595,2969.424346777237,2961.4708134734424,2954.5751234723957,2948.562130229975,2943.2935443961264,2938.658719316804,2934.5680692729497,2930.9482827672837,2927.738784539673,2924.889082097974,2922.3567491003014,2920.1058741275665,2918.1058541896746,2916.3304467812977,2914.7570180784155,2913.36594150882,2912.140112740866,2911.064555623443,2910.1260997840286,2909.313115131257,2908.615291880723,2908.0234572514696,2907.52942189561,2907.1258505829464,2906.8061527869195,2906.564389688844,2927.738784539673
23.1,4956.659396660699,3886.126973850627,3529.8699661817664,3352.187914665848,3245.9406875846994,3175.414872847805,3125.304691099156,3087.9572240336656,3059.120823884181,3036.2444772628273,3017.704788768999,3002.4194728342477,2989.6392339848126,2978.8288413135133,2969.595773196568,2961.645620273776,2954.7532285831976,2948.743461679445,2943.4780378991713,2938.846316472332,2934.7587161966817,2931.141929041782,2927.9353823991755,2925.0885857899793,2922.5591143811635,2920.3110578621017,2918.3138140314945,2916.5411409169124,2914.970405022144,2913.5819799382302,2912.358761365433,2911.2857730799465,2910.349844554069,2909.53934547704,2908.8439657959393,2908.2545324249277,2907.7628556853283,2907.3615999993062,2907.044174483238,2906.804639958383,2927.9353823991755
23.2,4956.659397391304,3886.2008174536727,3529.9703242684727,3352.3029596189126,3246.0656907705998,3175.547470957783,3125.4435336674055,3088.1014662533194,3059.2699011909626,3036.397992627235,3017.862451220964,3002.5810616050408,2989.804576444113,2978.9977987899765,2969.7682315297734,2961.82148332367,2954.932413654208,2948.925896221433,2943.6636570829296,2939.0350613772625,2934.950532436779,2931.336765710466,2928.13319125034,2925.2893205963405,2922.7627304280204,2920.5175115450884,2918.523062535873,2916.7531419608586,2915.185116650915,2913.7993603596183,2912.5787688180403,2911.5083657286514,2910.5749804076877,2909.7669823242895,2909.074061156591,2908.4870435137113,2907.99773938656,2907.598812850214,2907.283672665216,2907.04637929429,2928.13319125034
23.3,4956.659398052521,3886.2750644912007,3530.071235310245,3352.4186435513093,3246.1913935421803,3175.680816520354,3125.5831642378507,3088.2465324082445,3059.419835241245,3036.5523953057605,3018.0210298776574,3002.743594156804,2989.970889193694,2979.167752171103,2969.941710608597,2961.9983912739417,2955.1126671572483,2949.1094221499725,2943.8503900638416,2939.2249419703535,2935.1435057538088,2931.532780354854,2928.332198494322,2925.491273736637,2922.967584277237,2920.725222028129,2918.733586367941,2916.966436389956,2915.401139251647,2914.018068868204,2912.8001210005164,2911.7323192763997,2910.8014928551797,2909.9960109852714,2909.30556307554,2908.72097543013,2908.2340577097884,2907.837473643569,2907.5246316372704,2907.2895917968763,2928.332198494322
23.4,4956.6593986508615,3886.3497098624293,3530.1726924340446,3352.534958649951,3246.3177874777775,3175.8149006702483,3125.7235735946783,3088.3924129895245,3059.570616270363,3036.70767530327,3018.1805145311137,3002.9070600811647,2990.13816163378,2979.3386906719247,2970.1161994672866,2962.1763329810046,2955.293977772769,2949.2940279704585,2944.038225172738,2939.415946407656,2935.33762412836,2931.729960779107,2928.5323917577134,2925.694432658419,2923.1736631958893,2920.9341763960883,2918.9453724286027,2917.1810109194425,2915.6184593521657,2914.238091802607,2913.0228040606385,2911.957619678468,2911.029367657725,2910.2264170256117,2909.538456921511,2908.956313344694,2908.471795626418,2908.0775671505303,2907.767035969593,2907.5342618347436,2928.5323917577134
23.499999999999996,4956.659399192284,3886.424748557558,3530.274688889809,3352.65189724177,3246.444864307124,3175.949714701729,3125.8647526882455,3088.5390986597645,3059.7222346898984,3036.863822805147,3018.3408951577985,3003.0714491579083,2990.306383356075,2979.510603702202,2970.291687337949,2962.3552975022003,2955.476334385088,2949.479702395147,2944.227150950014,2939.6080630574343,2935.532875755939,2931.92829500498,2928.7337588873206,2925.8987850321005,2923.3809546763464,2921.144361961672,2919.1584078492015,2917.396852497534,2915.8370637156854,2914.4594157393735,2913.2468043864997,2912.1842531328366,2911.258590821701,2910.458186258577,2909.772728313291,2909.1930426805434,2908.7109383627294,2908.319078399612,2908.0108704921536,2907.780374038667,2928.7337588873206
23.5,4956.659399192284,3886.424748557558,3530.274688889809,3352.65189724177,3246.444864307124,3175.949714701729,3125.8647526882455,3088.5390986597645,3059.7222346898984,3036.863822805147,3018.3408951577985,3003.0714491579083,2990.306383356075,2979.510603702202,2970.291687337949,2962.3552975022003,2955.476334385088,2949.479702395147,2944.227150950014,2939.6080630574343,2935.532875755939,2931.92829500498,2928.7337588873206,2925.8987850321005,2923.3809546763464,2921.144361961672,2919.1584078492015,2917.396852497534,2915.8370637156854,2914.4594157393735,2913.2468043864997,2912.1842531328366,2911.258590821701,2910.458186258577,2909.772728313291,2909.1930426805434,2908.7109383627294,2908.319078399612,2908.0108704921536,2907.780374038667,2925.8987850321005
23.6,4956.659399682187,3886.500175655891,3530.3772180478477,3352.769451790722,3246.572615907853,3176.085250064944,3126.006692631115,3088.6865802492694,3059.8746810837397,3037.02082817323,3018.5021619144723,3003.236751350563,2990.475544139431,2979.683480862112,2970.4681636462133,2962.5352740912595,2955.6597260777953,2949.6664343382927,2944.417156140834,2939.8012804954346,2935.7292490421873,2932.127771266972,2928.9362879451705,2926.1043187458336,2923.5894464313183,2921.355766260403,2919.37267998629,2917.613948300035,2916.056939335487,2914.6820274874945,2913.472108601085,2912.412206074841,2911.489148593137,2910.691304739477,2910.0083631141338,2909.4311491075605,2908.9514713941603,2908.561992670891,2908.256120288821,2908.027913295688,2926.1043187458336
23.7,4956.659400125465,3886.5759863237654,3530.480273396038,3352.8876148948325,3246.701034302239,3176.2214983626163,3126.1493846946673,3088.8348487522467,3060.027946204256,3037.1786819419835,3018.6643051341534,3003.4029568025126,2990.6456339457714,2979.8573119379766,2970.6456180067557,2962.7162521939395,2955.8441421292396,2949.854212911682,2944.6082296905156,2939.995587500215,2935.9267325980927,2932.3283780074685,2929.1399672037355,2926.3110219006558,2923.799126388757,2921.568377045474,2919.588176416538,2917.832285725255,2916.2780734297316,2914.9059140831596,2913.698703556912,2912.6414651716623,2911.721027452328,2910.925758760215,2910.245347426115,2909.6706185368466,2909.193380439722,2908.8062954903226,2908.502770691723,2908.276864743494,2926.3110219006558
23.8,4956.659400526513,3886.6521758127874,3530.5838485373924,3353.00637928313,3246.8301116540733,3176.358451346643,3126.2928203054435,3088.983895323207,3060.1820209685798,3037.337374814501,3018.8273153222353,3003.570055832816,2990.816642915953,2980.0320868980434,2970.8240402191705,2962.8982214436846,2956.029572008259,2950.0430274202317,2944.800360740155,2940.190973048587,2936.1253152353916,2932.5301038720722,2929.344785141109,2926.518882805662,2924.0099826871183,2921.782182282905,2919.804884931759,2918.051852388968,2916.5004534363775,2915.131062784717,2913.9265763309495,2912.872017317223,2911.9542141085544,2911.161534843905,2910.483667584912,2909.911437115346,2909.4366514565163,2909.051972624232,2908.7508072756405,2908.5272137646507,2926.518882805662
23.9,4956.659400889359,3886.728739457741,3530.687937187453,3353.125737812813,3246.9598402655256,3176.4961009146673,3126.4369910418104,3089.1337112734136,3060.336896454887,3037.4968976588484,3018.991183152605,3003.738038932354,2990.9885613657416,2980.2077958885166,2971.0034202638167,2963.081171657455,2956.216005369841,2950.232867357602,2944.9935386221046,2940.387426311143,2936.3249859621715,2932.732937705051,2929.5507304364955,2926.727889973364,2924.2220036705835,2921.9971701468066,2920.022793534119,2918.2726361196355,2916.724067008269,2915.3574610676123,2914.155714219516,2913.103849627001,2912.188695494913,2911.3986197398167,2910.7233101545226,2910.153591220552,2909.6812706344676,2909.2990100740317,2909.0002158526327,2908.7789459813494,2926.727889973364
24.0,4956.659401217639,3886.8056726750483,3530.7925331718097,3353.245683466452,3247.0902125740613,3176.6344391070984,3126.581888630572,3089.2842880675316,3060.492563898982,3037.6572415045507,3019.155899464032,3003.906896760131,2991.16137978204,2980.3844292295876,2971.1837482978294,2963.2650928316793,2956.4034320510573,2950.423722402057,2945.187752855821,2940.584936648057,2936.5257339782956,2932.936868544965,2929.7577919656255,2926.9380321151557,2924.4351778844666,2922.213329014685,2920.2418904314686,2918.4946249535324,2916.9489020083297,2915.5850966196226,2914.386104733469,2913.336949433262,2912.424458763433,2911.637000418238,2910.964261922165,2910.3970674553875,2909.9272243911278,2909.547394070911,2909.2509824668077,2909.032047249894,2926.9380321151557
24.1,4956.65940151463,3886.882970960796,3530.897630423811,3353.3662093492585,3247.221221149592,3176.7734581037857,3126.7275049437985,3089.4356173200977,3060.6490146907167,3037.8183975387988,3019.3214552564,3004.0766201394217,2991.33508881907,2980.561977411608,2971.365014651221,2963.4499751382928,2956.5918420670287,2950.6155824124126,2945.382993143752,2940.783493604786,2936.7275486713947,2933.141885620332,2929.965958796492,2927.1492981369506,2924.6494940708326,2922.430647462894,2920.462164032696,2918.7178071302174,2917.1749465049265,2915.8139573360486,2914.6177355932964,2913.5713042800367,2912.6614912801024,2911.8766640656463,2911.206509893405,2910.641852643249,2910.1744993666,2909.7971110707995,2909.5030933891558,2909.2865036557982,2927.1492981369506
24.2,4956.659401783257,3886.960629889173,3531.003222982099,3353.487308686448,3247.3528586914385,3176.9131502211644,3126.8738319955355,3089.5876907924007,3060.8062403706795,3037.9803571032526,3019.487841687355,3004.24720005431,2991.5096792947106,2980.7404310913353,2971.5472098230803,2963.6358089208425,2956.7812256069656,2950.8084374240593,2945.5792493671884,2940.983086908022,2936.930419612563,2933.347978345384,2930.175220185072,2927.361677134718,2924.8649411640263,2922.6491142623418,2920.683602943346,2918.9421710879997,2917.40218876726,2916.0440313152194,2914.8505947246995,2913.806901918641,2912.8997806202174,2912.1175980798575,2911.450041287217,2910.887933823096,2910.4230824187357,2910.0481477494923,2909.756535112595,2909.542301508527,2927.361677134718
24.3,4956.659402026287,3887.038645110676,3531.1093049884767,3353.608974820564,3247.485118025768,3177.053507909183,3127.0208619388577,3089.740500389247,3060.9642326269895,3038.143111690522,3019.655050068723,3004.4186276461346,2991.6851421869615,2980.919781088397,2971.730324477905,2963.8225846907985,2956.971573030458,2951.0022776449555,2945.7765115824745,2941.1837064616852,2937.134336552365,2933.5551363160976,2930.385565571192,2927.575158390549,2925.08150828657,2922.8687183741185,2920.906195961248,2919.167705459604,2917.6306172610375,2916.2753068539946,2915.084670253844,2914.043730302918,2913.139314563757,2912.359790065457,2911.6948435314393,2911.13529824475,2910.6729606182744,2910.300490997721,2910.011294347128,2909.7994273367385,2927.575158390549
24.4,4956.6594022460995,3887.1170123505026,3531.2158706856644,3353.7312012091083,3247.6179921026296,3177.1945237485,3127.168587062818,3089.8940381558464,3061.1229832919776,3038.3066529409825,3019.8230718632767,3004.590894210097,2991.861468630405,2981.1000183816163,2971.9143494419613,2964.0102931238616,2957.162874863619,2951.1970934520955,2945.9747700170356,2941.385342343148,2937.3392894169647,2933.7633493060803,2930.596984574428,2927.78973136834,2925.2991847448807,2923.089448945384,2921.1299320723338,2919.394399067805,2917.860220644075,2916.507772443305,2915.31995050314,2914.2817775849794,2913.380081090918,2912.603227829228,2911.940904258119,2911.3839333642636,2910.9241212442043,2910.5541279165423,2910.2673580151177,2910.0578678835022,2927.78973136834
24.499999999999996,4956.659402444932,3887.195727407046,3531.322914414976,3353.8539814219594,3247.751473993504,3177.3361904476556,3127.3169997895648,3090.0482962748106,3061.282484339206,3038.4709726395326,3019.99189868141,3004.7639911918495,2992.0386499128676,2981.28113410559,2972.0992756998176,2964.1989250563884,2957.355121795606,2951.39287538763,2946.1740150658293,2941.5879847992974,2937.5452683042085,2933.9726072628105,2930.8094669903016,2928.0053857099624,2925.5179600253964,2923.3112953052255,2921.354800446495,2919.6222409213947,2918.0909877621084,2916.7414167641055,2915.5564239868118,2914.5210321107224,2913.6220683776896,2912.847899375736,2912.1882112990284,2911.633826839457,2911.176551779324,2910.8090458127426,2910.524713246633,2910.317610101633,2928.0053857099624
24.5,4956.659402444932,3887.195727407046,3531.322914414976,3353.8539814219594,3247.751473993504,3177.3361904476556,3127.3169997895648,3090.0482962748106,3061.282484339206,3038.4709726395326,3019.99189868141,3004.7639911918495,2992.0386499128676,2981.28113410559,2972.0992756998176,2964.1989250563884,2957.355121795606,2951.39287538763,2946.1740150658293,2941.5879847992974,2937.5452683042085,2933.9726072628105,2930.8094669903016,2928.0053857099624,2925.5179600253964,2923.3112953052255,2921.354800446495,2919.6222409213947,2918.0909877621084,2916.7414167641055,2915.5564239868118,2914.5210321107224,2913.6220683776896,2912.847899375736,2912.1882112990284,2911.633826839457,2911.176551779324,2910.8090458127426,2910.524713246633,2910.317610101633,2925.5179600253964
24.6,4956.659402624744,3887.2747861502303,3531.430430614511,3353.977309139013,3247.885556888547,3177.4785008403087,3127.466092671393,3090.2032670632448,3061.4427278803346,3038.6360627125587,3020.1615222779756,3004.9379101843865,2992.216677472119,2981.4631195474603,2972.2850943908443,2964.3884714818846,2957.5483046749837,2951.5896141553835,2946.374237287566,2941.791624243,2937.7522634799634,2934.1829003038024,2931.0230027864172,2928.2221112313405,2925.7378237905887,2923.534246960767,2921.5807904335975,2919.8512202110487,2918.3229076447683,2916.9762286830546,2915.794079406858,2914.761482415742,2913.86526479161,2913.0937929030883,2912.436752681425,2911.8849665255216,2911.430239905712,2911.065232194412,2910.783347375031,2910.578641149184,2925.7378237905887
24.7,4956.659402787402,3887.3541845200875,3531.5384138168743,3354.101178147829,3248.020234094147,3177.6214478825655,3127.615858388093,3090.3589429697786,3061.6037061622533,3038.801915224875,3020.3319345492646,3005.112642924835,2992.3955428926365,2981.6459661434783,2972.471796806026,2964.5789235477414,2957.7424145063706,2951.787300617354,2946.575427401255,2941.996251249473,2937.960265374488,2934.3942187129014,2931.23758209868,2928.439897918741,2925.958765875182,2923.758293593312,2921.807891559567,2920.0813263053965,2918.555969501499,2917.212197248569,2916.0329056488886,2915.0031172211156,2914.109658887686,2913.340896798666,2912.686516623775,2912.137340470785,2911.685173500479,2911.322674766606,2911.0432479325004,2910.840948385034,2925.958765875182
24.8,4956.659402934502,3887.43391852523,3531.646858647322,3354.225582341406,3248.1554990304926,3177.765024650522,3127.766289744142,3090.515316571894,3061.7654115641435,3038.968522376721,3020.5031275298525,3005.288181291329,2992.5752379024557,2981.829665475889,2972.659374384594,2964.7702725518393,2957.937442447049,2951.9859257903145,2946.777576282745,2942.2018565527133,2938.169264578824,2934.6065529368116,2931.4531952277184,2928.6587359249984,2926.180776282357,2923.983425054493,2922.036093522579,2920.312548747255,2918.7901627177844,2917.449311686934,2916.272891778196,2915.245925429465,2914.3552394042717,2913.5891996350965,2912.9374915316257,2912.390936912529,2911.9413406315903,2911.581361427059,2911.304402645948,2911.1045193645923,2926.180776282357
24.9,4956.659403067513,3887.513984241414,3531.7557598216636,3354.350515715975,3248.2913452291095,3177.9092243375544,3127.917379666229,3090.672380573118,3061.92783659481,3039.1358765009986,3020.6750933898247,3005.4645173000786,2992.7557543701528,2982.01420926981,2972.847818710919,2964.962509939332,2958.133379803697,2952.1854808425405,2946.9806749613267,2942.4084310422554,2938.3792518414016,2934.819893581442,2931.6698326353808,2928.8786155660046,2926.403845180236,2924.2096313627712,2922.2653861894055,2920.544877249738,2919.0254768511973,2917.687561398382,2916.5140270359,2915.4898961210765,2914.6019952591937,2913.838690166288,2913.189665993605,2912.645744272936,2912.1987295537915,2911.841280262176,2911.566799432718,2911.369341835642,2926.403845180236
25.0,4956.659403187828,3887.594377810211,3531.8651121445855,3354.4759723687253,3248.4277663305697,3178.054040251947,3128.0691212004263,3090.830127800402,3062.090973889672,3039.303970060403,3020.847824431776,3005.6416431024713,2992.937084301879,2982.1995893902304,2973.037121511393,2965.1556272995904,2958.330218029278,2952.3859570904915,2947.1847146165383,2942.6159657596613,2938.5902180647313,2935.034231408661,2931.8874849411745,2929.0995273172252,2926.62796289835,2924.436902699664,2922.495759591744,2920.778301692726,2919.2619016279596,2917.9269359535406,2916.7563008351567,2915.73501855002,2914.8499155458585,2914.0893573235253,2913.443028777581,2912.9017511552306,2912.457328704581,2912.1024195429363,2911.830426396563,2911.6354037342344,2926.62796289835
25.1,4956.6594032966,3887.6750954375175,3531.9749105075916,3354.6019464958144,3248.5647560821635,3178.1994658144954,3128.2215075099525,3090.9885512015285,3062.2548162084317,3039.4727956447173,3021.0213130880916,3005.8195509820825,2993.119219838377,2982.385797839023,2973.2272746515096,2965.3496163630657,2958.5279487198177,2952.587345995776,2947.389686574897,2942.8244518954693,2938.8021543019863,2935.249557332869,2932.1061429190304,2929.321461810273,2926.8531199240665,2924.6652294064647,2922.727203922713,2921.0128121192934,2919.499426939083,2918.167425089531,2916.9997027575178,2915.981282140486,2915.0989895295565,2914.3411902116786,2913.69756882673,2913.158946339678,2912.717126700409,2912.364767721037,2912.095271823753,2911.902693180724,2926.8531199240665
25.2,4956.659403394996,3887.7561333923627,3532.0851498873158,3354.7284323902672,3248.7023083358004,3178.3454945561134,3128.3745318725987,3091.147643842601,3062.4193564322322,3039.642345968104,3021.1955519182534,3005.998233352106,2993.3021532522534,2982.5728267520553,2973.4182701328405,2965.5444689984115,2958.7265636114994,2952.789639161977,2947.595582306837,2943.0338807859694,2939.015051753998,2935.4658624178196,2932.3257974940007,2929.5444098296134,2927.07930689937,2924.8946019807067,2922.95970953346,2921.2483987322,2919.7380428370443,2918.4090187066954,2917.2442225493196,2916.228676483204,2915.34920664377,2914.5941781056194,2913.9532752558753,2913.4173187800366,2912.9781123327953,2912.6283134250434,2912.361324179223,2912.1711984759227,2927.07930689937
25.3,4956.659403483955,3887.8374880054785,3532.1958253437274,3354.8554244399425,3248.840417045649,3178.4921201156108,3128.5281876783547,3091.307398905508,3062.5845875612713,3039.8126138665834,3021.370533606092,3006.1776827524445,2993.4858769451907,2982.7606683963995,2973.6101000902154,2965.740177209466,2958.9260545776824,2952.9928283317777,2947.8023934236776,2943.244243910001,2939.228901765901,2935.6831378734323,2932.5464397389583,2929.7683623092926,2927.3065146175336,2925.12501107289,2923.1932669297803,2921.4850518905246,2919.9777395322894,2918.651706864966,2917.489850118255,2916.4771913318687,2915.600556486666,2914.8483104465004,2914.2101373479577,2913.6768575997176,2913.240274564784,2912.893045456679,2912.6285721027693,2912.4409080972546,2927.3065146175336
