# n=500
# --never-mutate-zero-bits=true
# --include-best-mutant=true
# --ignore-crossover-parent-duplicates=true
fitness,best-lambda,runtime-to-optimum
233,1.0,2947.911693374095
232,1.0,2949.6026275499507
231,1.0,2951.2841067100244
230,1.0,2952.956212123601
229,1.0,2954.619024110563
228,1.0,2956.2726220556333
227,1.0,2957.9170844223418
226,1.0,2959.5524887667543
225,1.0,2961.178911750933
224,1.0,2962.7964291561557
223,1.0,2964.4051158959082
222,1.0,2966.0050460286166
221,1.0,2967.596292770174
220,1.0,2969.1789285062196
219,1.0,2970.753024804223
218,1.0,2972.3186524253265
217,1.0,2973.875881335995
216,1.0,2975.4247807194515
215,1.0,2976.9654189869116
214,1.0,2978.497863788619
213,1.0,2980.0221820246875
212,1.0,2981.5384398557567
211,1.0,2983.046702713462
210,1.0,2984.547035310706
209,1.0,2986.039501651784
208,1.0,2987.5241650423036
207,1.0,2989.0010880989494
206,1.0,2990.470332759077
205,1.0,2991.931960290145
204,1.0,2993.3860312989787
203,1.0,2994.832605740889
202,1.0,2996.271742928623
201,1.0,2997.703501541178
200,1.0,2999.12793963245
199,1.0,3000.5451146397536
198,1.0,3001.955083392192
197,1.0,3003.357902118889
196,1.0,3004.7536264570726
195,1.0,3006.1423114600566
194,1.0,3007.5240116050513
193,1.0,3008.8987808008687
192,1.0,3010.266672395505
191,1.0,3011.6277391835797
190,1.0,3012.9820334136707
189,1.0,3014.329606795528
188,1.0,3015.6705105071496
187,1.0,3017.004795201786
186,1.0,3018.3325110147885
185,1.0,3019.65370757037
184,1.0,3020.9684339882533
183,1.0,3022.2767388902153
182,1.0,3023.578670406523
181,1.0,3024.8742761822705
180,1.0,3026.1636033836185
179,1.0,3027.446698703926
178,1.0,3028.723608369795
177,1.0,3029.994378147017
176,1.0,3031.259053346429
175,1.0,3032.5176788296762
174,1.0,3033.7702990148837
173,1.0,3035.0169578822397
172,1.0,3036.2576989795084
171,1.0,3037.492565427424
170,1.0,3038.721599925042
169,1.0,3039.9448447549817
168,1.0,3041.1623417885917
167,1.0,3042.3741324910543
166,1.0,3043.5802579263905
165,1.0,3044.7807587624006
164,1.0,3045.975675275532
163,1.0,3047.165047355669
162,1.0,3048.3489145108497
161,1.0,3049.527315871919
160,1.0,3050.7002901971086
159,1.0,3051.8678758765454
158,1.0,3053.0301109367015
157,1.0,3054.1870330447655
156,1.0,3055.3386795129672
155,1.0,3056.485087302822
154,1.0,3057.6262930293265
153,1.0,3058.7623329650773
152,1.0,3059.893243044348
151,1.0,3061.019058867093
150,1.0,3062.139815702898
149,1.0,3063.255548494878
148,1.0,3064.36629186351
147,1.0,3065.4720801104186
146,1.0,3066.572947222102
145,1.0,3067.6689268736095
144,1.0,3068.760052432162
143,1.0,3069.8463569607225
142,1.0,3070.9278732215184
141,1.0,3072.0046336795135
140,1.0,3073.076670505824
139,1.0,3074.1440155811015
138,1.0,3075.2067004988503
137,1.0,3076.264756568707
136,1.0,3077.318214819691
135,1.0,3078.367106003367
134,1.0,3079.4114605970117
133,1.0,3080.4513088067065
132,1.0,3081.4866805703923
131,1.0,3082.5176055608986
130,1.0,3083.544113188901
129,1.0,3084.5662326058714
128,1.0,3085.5839927069633
127,1.0,3086.5974221338674
126,1.0,3087.606549277632
125,1.0,3088.6114022814345
124,1.0,3089.612009043323
123,1.0,3090.608397218926
122,1.0,3091.6005942241095
121,1.0,3092.588627237615
120,1.0,3093.572523203657
119,1.0,3094.552308834471
118,1.0,3095.528010612858
117,1.0,3096.4996547946685
116,1.0,3097.4672674112626
115,1.0,3098.4308742719377
114,1.0,3099.3905009663313
113,1.0,3100.3461728667767
112,1.0,3101.297915130644
111,1.0,3102.245752702635
110,1.0,3103.189710317064
109,1.0,3104.1298125000944
108,1.0,3105.066083571954
107,1.0,3105.9985476491283
106,1.0,3106.9272286464998
105,1.0,3107.852150279502
104,1.0,3108.773336066195
103,1.0,3109.6908093293623
102,1.0,3110.6045931985454
101,1.0,3111.5147106120735
100,1.0,3112.421184319051
99,1.0,3113.324036881337
98,1.0,3114.223290675491
97,1.0,3115.1189678946917
96,1.0,3116.011090550628
95,1.0,3116.8996804753865
94,1.0,3117.7847593232864
93,1.0,3118.666348572714
92,1.0,3119.544469527927
91,1.0,3120.4191433208325
90,491.49999999999994,3116.7518848047303
89,491.49999999999994,3109.476265683182
88,491.49999999999994,3102.1059568185005
87,491.49999999999994,3094.638877318708
86,492.49999999999994,3087.0208307680214
85,492.49999999999994,3079.280207697236
84,492.49999999999994,3071.434090354084
83,492.49999999999994,3063.4800339924423
82,492.49999999999994,3055.4155095088904
81,493.49999999999994,3047.1871665221297
80,493.49999999999994,3038.811915510479
79,493.49999999999994,3030.3156185248167
78,493.49999999999994,3021.6952714994877
77,493.49999999999994,3012.947759792482
76,493.49999999999994,3004.069853514752
75,494.49999999999994,2995.0491208388794
74,494.49999999999994,2985.8067187487113
73,494.49999999999994,2976.420407823442
72,494.49999999999994,2966.886296502042
71,494.49999999999994,2957.2003388455114
70,494.49999999999994,2947.3583264723907
69,494.49999999999994,2937.3558801852296
68,494.49999999999994,2927.1884406424356
67,494.49999999999994,2916.851258976687
66,495.49999999999994,2906.2758281044353
65,495.49999999999994,2895.4658785061542
64,495.49999999999994,2884.4661237960067
63,495.49999999999994,2873.270703792002
62,495.49999999999994,2861.8734919068193
61,495.49999999999994,2850.2680789825704
60,495.49999999999994,2838.4477547632623
59,495.49999999999994,2826.4054897918254
58,495.49999999999994,2814.133914127058
57,495.49999999999994,2801.6252945163224
56,495.49999999999994,2788.871511756847
55,496.49999999999994,2775.7869988680895
54,496.49999999999994,2762.351431520959
53,496.49999999999994,2748.635859722003
52,496.49999999999994,2734.6298724312455
51,496.49999999999994,2720.3224880017456
50,496.49999999999994,2705.702111624029
49,496.49999999999994,2690.7564900453726
48,496.49999999999994,2675.4726607224247
47,496.49999999999994,2659.836895539377
46,496.49999999999994,2643.834637685736
45,496.49999999999994,2627.4504339561367
44,496.49999999999994,2610.667855308602
43,496.49999999999994,2593.469410970398
42,496.49999999999994,2575.836450370146
41,497.4289836802326,2557.5347375182255
40,497.49999999999994,2538.7012669591145
39,497.49999999999994,2519.338766266716
38,497.49999999999994,2499.434146056447
37,497.49999999999994,2478.9646739532445
36,497.49999999999994,2457.949526795422
35,497.49999999999994,2436.4397748870874
34,497.49999999999994,2414.456983986027
33,497.49999999999994,2391.98786313201
32,497.49999999999994,2369.00876492796
31,497.49999999999994,2345.4993927390524
30,497.49999999999994,2321.4508257301018
29,497.49999999999994,2296.8549250234805
28,497.49999999999994,2271.6903587421853
27,497.49999999999994,2245.925280742478
26,497.49999999999994,2219.523435926947
25,498.12377833996027,2192.2325020660182
24,498.163736674215,2164.1166862816704
23,498.20474391193505,2135.202453143802
22,498.2472858339958,2105.4628499447426
21,498.2914783862549,2074.8639639881494
20,498.3381303508705,2043.3424247825744
19,498.38811628219776,2010.8165176253497
18,498.44226131247035,1977.1886662765046
17,498.49999999999994,1942.354188521641
16,498.49999999999994,1906.2562389566424
15,498.49999999999994,1868.8341158628323
14,498.49999999999994,1829.940111475575
13,498.49999999999994,1789.3918403397843
12,498.49999999999994,1747.005482979776
11,498.93631644712434,1702.1826464880792
10,499.0040872327844,1654.4023575593897
9,499.06509687779203,1603.6143615831609
8,499.1177396421336,1549.3425089418424
7,499.1622965773106,1490.9281835624872
6,499.19874784173106,1427.4955344293537
5,499.22822990189064,1357.8273969177444
4,499.25208514196254,1280.3101938960235
3,499.27403647283387,1192.7160411245477
2,499.3109769851026,1092.4929278219877
1,499.4758396506312,979.7348742644413
0,500.0,816.2443725715112
